DATAFLOW,LAST UPDATE,freq,unit,tra_meas,rep_airp,schedule,tra_cov,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PONTA DELGADA airport,Total,Total transport,2023-09,266802,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PONTA DELGADA airport,Total,Total transport,2023-10,208068,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PONTA DELGADA airport,Total,Total transport,2023-11,139777,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PONTA DELGADA airport,Total,Total transport,2023-12,140486,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PONTA DELGADA airport,Total,Total transport,2024-01,125942,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PONTA DELGADA airport,Total,Total transport,2024-02,130605,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PONTA DELGADA airport,Total,Total transport,2024-03,168354,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PONTA DELGADA airport,Total,Total transport,2024-04,219635,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PONTA DELGADA airport,Total,Total transport,2024-05,250045,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,International transport,2023-07,2,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-01,8411,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-02,7396,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-03,7102,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-04,13922,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-05,18181,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-06,23178,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-07,31096,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-08,34750,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-09,26667,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-10,15655,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-11,9851,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2023-12,8790,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2024-01,8031,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2024-02,8351,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2024-03,10573,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2024-04,16177,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,National transport,2024-05,19672,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-01,8411,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-02,7396,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-03,7102,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-04,13922,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-05,18181,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-06,23178,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-07,31098,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-08,34750,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-09,26667,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-10,15655,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-11,9851,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2023-12,8790,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2024-01,8031,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2024-02,8351,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2024-03,10573,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2024-04,16177,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PICO airport,Total,Total transport,2024-05,19672,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-01,205,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-02,208,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-03,307,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-04,700,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-05,693,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-06,845,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-07,1219,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-08,1273,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-09,889,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-10,573,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-11,192,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2023-12,226,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2024-01,207,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2024-02,193,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2024-03,117,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2024-04,139,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,National transport,2024-05,179,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-01,205,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-02,208,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-03,307,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-04,700,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-05,693,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-06,845,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-07,1219,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-08,1273,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-09,889,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-10,573,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-11,192,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2023-12,226,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2024-01,207,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2024-02,193,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2024-03,117,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2024-04,139,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTIMAO airport,Total,Total transport,2024-05,179,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-01,754954,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-02,784814,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-03,926990,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-04,1153473,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-05,1198947,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-06,1214868,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-07,1304518,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-08,1394345,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-09,1291196,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-10,1243055,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-11,862941,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2023-12,945569,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2024-01,802990,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2024-02,859837,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2024-03,1048311,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2024-04,1190139,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,International transport,2024-05,1274283,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-01,136872,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-02,137938,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-03,166242,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-04,193746,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-05,192021,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-06,194904,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-07,210583,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-08,214266,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-09,200067,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-10,185110,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-11,131580,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2023-12,143857,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2024-01,126198,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2024-02,131517,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2024-03,160795,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2024-04,182107,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,National transport,2024-05,194062,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-01,891826,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-02,922752,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-03,1093232,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-04,1347219,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-05,1390968,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-06,1409772,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-07,1515101,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-08,1608611,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-09,1491263,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-10,1428165,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-11,994521,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2023-12,1089426,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2024-01,929188,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2024-02,991354,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2024-03,1209106,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2024-04,1372246,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO airport,Total,Total transport,2024-05,1468345,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-01,1181,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-02,1871,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-03,2791,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-04,2795,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-05,5018,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-06,5529,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-07,6257,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-08,4615,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-09,5019,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-10,4786,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-11,2591,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2023-12,2339,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2024-01,2237,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2024-02,3200,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2024-03,4755,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2024-04,2373,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,International transport,2024-05,4420,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-01,8484,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-02,6616,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-03,7693,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-04,14986,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-05,14021,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-06,22997,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-07,28779,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-08,28170,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-09,24668,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-10,16416,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-11,7532,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2023-12,7794,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2024-01,7909,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2024-02,5533,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2024-03,7595,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2024-04,14423,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,National transport,2024-05,17486,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-01,9665,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-02,8487,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-03,10484,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-04,17781,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-05,19039,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-06,28526,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-07,35036,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-08,32785,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-09,29687,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-10,21202,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-11,10123,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2023-12,10133,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2024-01,10146,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2024-02,8733,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2024-03,12350,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2024-04,16796,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PORTO SANTO airport,Total,Total transport,2024-05,21906,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LISBOA airport,Total,International transport,2023-01,1980013,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LISBOA airport,Total,International transport,2023-02,1985824,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LISBOA airport,Total,International transport,2023-03,2323123,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LISBOA airport,Total,International transport,2023-04,2488159,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LISBOA airport,Total,International transport,2023-05,2590641,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LISBOA airport,Total,International transport,2023-06,2636620,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LISBOA airport,Total,International transport,2023-07,2871823,
